relation_idx,relation_name,source_factor,donor_factor,source_idx,donor_idx,source_target_id,donor_target_id,source_target_token,donor_target_token,source_target_clerp,donor_target_clerp,n_source_features,n_donor_features,clean_top1,clean_top1_token,steered_top1,steered_top1_token,top5_ids,top5_tokens,top5_probs,clean_top1_is_source_exact,clean_top1_is_source,top1_is_donor_exact,top1_is_donor,top5_has_donor_exact,top5_has_donor,success_exact,success,p_source_clean,p_source_steered,p_donor_clean,p_donor_steered
0,capital_country,-1.0,4.0,0,1,38365,204061, jordan, greece,"Output "" jordan"" (p=0.385)","Output "" greece"" (p=0.883)",16,11,38365, jordan,210854, egypt,210854|91174|37142|4641|573, egypt| israel| turkey| nor| the,0.24534665|0.14881027|0.062033348|0.062033348|0.048311617,1,1,0,0,0,0,0,0,0.4005832374095917,0.022820793092250824,8.150601934175938e-05,0.0009419266716577113
0,capital_country,-2.0,4.0,0,5,38365,2100, jordan, bel,"Output "" jordan"" (p=0.385)","Output "" bel"" (p=0.789)",16,3,38365, jordan,5861, Ca,5861|5478|687|5213|1877, Ca| Ha| O| Da| As,0.12679549|0.098748423|0.059893951|0.052856222|0.052856222,1,1,0,0,0,0,0,0,0.4005832374095917,1.0336393962973034e-09,2.4857929020072334e-05,1.1712669722996338e-09
0,capital_country,-2.0,8.0,0,5,38365,2100, jordan, bel,"Output "" jordan"" (p=0.385)","Output "" bel"" (p=0.789)",16,3,38365, jordan,687, O,687|6886|5861|8125|6007, O| Bal| Ca| Africa| Sk,0.15349717|0.093100749|0.063987143|0.056468464|0.056468464,1,1,0,0,0,0,0,0,0.4005832374095917,7.059420409349926e-11,2.4857929020072334e-05,1.2513121649959658e-09
0,capital_country,-1.0,4.0,0,6,38365,12919, jordan, hung,"Output "" jordan"" (p=0.385)","Output "" hung"" (p=0.973)",16,8,38365, jordan,132460, Hungry,132460|2932|16443|17765|6886, Hungry| Bu| Hong| Bos| Bal,0.5291993|0.15161814|0.11808033|0.055777196|0.020519283,1,1,0,0,0,0,0,0,0.4005832374095917,3.471653737055491e-12,1.1030640962417237e-05,0.010983181186020374
0,capital_country,-1.0,8.0,0,6,38365,12919, jordan, hung,"Output "" jordan"" (p=0.385)","Output "" hung"" (p=0.973)",16,8,38365, jordan,2932, Bu,2932|10620|1791|16443|5439, Bu| RO| Ro| Hong| Mac,0.30694106|0.30694106|0.087940089|0.068487816|0.068487816,1,1,0,0,0,0,0,0,0.4005832374095917,1.1657418059313374e-23,1.1030640962417237e-05,1.7893025869852863e-05
0,capital_country,-2.0,4.0,0,6,38365,12919, jordan, hung,"Output "" jordan"" (p=0.385)","Output "" hung"" (p=0.973)",16,8,38365, jordan,2932, Bu,2932|16443|17765|6886|3003, Bu| Hong| Bos| Bal| Ma,0.64755762|0.11252863|0.068252064|0.068252064|0.019554544,1,1,0,0,0,0,0,0,0.4005832374095917,8.558277962247601e-17,1.1030640962417237e-05,3.774915239773691e-05
0,capital_country,-2.0,8.0,0,6,38365,12919, jordan, hung,"Output "" jordan"" (p=0.385)","Output "" hung"" (p=0.973)",16,8,38365, jordan,2932, Bu,2932|1791|16443|6886|2364, Bu| Ro| Hong| Bal| Or,0.490464|0.29748145|0.051694524|0.040259738|0.031354316,1,1,0,0,0,0,0,0,0.4005832374095917,1.886982826086865e-28,1.1030640962417237e-05,3.347712862478147e-08
0,capital_country,-1.0,4.0,0,7,38365,83354, jordan, australia,"Output "" jordan"" (p=0.385)","Output "" australia"" (p=0.918)",16,12,38365, jordan,8625, Australia,8625|14847|7557|37295|130535, Australia| Australian| Aus| Oz| AUSTRALIA,0.99955064|0.000430549|3.7249786e-06|2.9010164e-06|2.2593138e-06,1,1,0,1,0,1,0,1,0.4005832374095917,1.3210303346065407e-16,0.00018367664597462863,8.760310521438441e-08
0,capital_country,-1.0,8.0,0,7,38365,83354, jordan, australia,"Output "" jordan"" (p=0.385)","Output "" australia"" (p=0.918)",16,12,38365, jordan,8625, Australia,8625|14847|109395|4477|80758, Australia| Australian| Aussie| Aust| Canberra,0.98593044|0.014063543|3.674221e-06|6.3848387e-07|4.9725173e-07,1,1,0,1,0,1,0,1,0.4005832374095917,1.9845115440698534e-24,0.00018367664597462863,2.750221717029433e-10
0,capital_country,-2.0,4.0,0,7,38365,83354, jordan, australia,"Output "" jordan"" (p=0.385)","Output "" australia"" (p=0.918)",16,12,38365, jordan,8625, Australia,8625|14847|37295|4477|7557, Australia| Australian| Oz| Aust| Aus,0.9992398|0.00070963451|1.299741e-05|1.0122392e-05|7.8833273e-06,1,1,0,1,0,1,0,1,0.4005832374095917,7.775217292072016e-20,0.00018367664597462863,2.4598253989260854e-10
0,capital_country,-2.0,8.0,0,7,38365,83354, jordan, australia,"Output "" jordan"" (p=0.385)","Output "" australia"" (p=0.918)",16,12,38365, jordan,8625, Australia,8625|14847|4477|80758|7557, Australia| Australian| Aust| Canberra| Aus,0.98200607|0.017986069|4.6990144e-06|1.0484919e-06|8.1656623e-07,1,1,0,1,0,1,0,1,0.4005832374095917,1.318691069973243e-27,0.00018367664597462863,3.634415901912491e-13
0,capital_country,-1.0,4.0,0,8,38365,1600, jordan, den,"Output "" jordan"" (p=0.385)","Output "" den"" (p=0.445)",16,9,38365, jordan,29899, Dubai,29899|11965|13763|53731|5783, Dubai| Israel| Tel| Cairo| America,0.32102707|0.22063847|0.11809927|0.033836003|0.020522572,1,1,0,0,0,0,0,0,0.4005832374095917,6.075599685573252e-06,0.00013438070891425014,2.722894714679569e-05
0,capital_country,-1.0,8.0,0,8,38365,1600, jordan, den,"Output "" jordan"" (p=0.385)","Output "" den"" (p=0.445)",16,9,38365, jordan,29899, Dubai,29899|614|22336|11965|16846, Dubai| be| Bour| Israel| AF,0.35486108|0.16762452|0.089722931|0.079180211|0.069876283,1,1,0,0,0,0,0,0,0.4005832374095917,1.664711746229841e-08,0.00013438070891425014,0.01214267872273922
0,capital_country,-2.0,4.0,0,8,38365,1600, jordan, den,"Output "" jordan"" (p=0.385)","Output "" den"" (p=0.445)",16,9,38365, jordan,13763, Tel,13763|29899|19556|6886|5861, Tel| Dubai| Abu| Bal| Ca,0.28160223|0.080680393|0.06283395|0.06283395|0.048935123,1,1,0,0,0,0,0,0,0.4005832374095917,1.482168388022842e-09,0.00013438070891425014,1.4202542786279082e-07
0,capital_country,-2.0,8.0,0,8,38365,1600, jordan, den,"Output "" jordan"" (p=0.385)","Output "" den"" (p=0.445)",16,9,38365, jordan,29899, Dubai,29899|22336|19556|11198|13763, Dubai| Bour| Abu| Mexico| Tel,0.22691207|0.13762914|0.13762914|0.10718568|0.065011397,1,1,0,0,0,0,0,0,0.4005832374095917,5.5307776587743e-12,0.00013438070891425014,0.00012550152314361185
0,capital_country,-1.0,4.0,1,0,204061,38365, greece, jordan,"Output "" greece"" (p=0.883)","Output "" jordan"" (p=0.385)",11,16,204061, greece,38365, jordan,38365|204061|709|91174|48619, jordan| greece| le| israel|Jordan,0.73630834|0.12795119|0.013485959|0.011180252|0.010502874,1,1,1,1,1,1,1,1,0.8682636618614197,0.12795118987560272,1.2671252989093773e-06,0.7363083362579346
0,capital_country,-1.0,8.0,1,0,204061,38365, greece, jordan,"Output "" greece"" (p=0.883)","Output "" jordan"" (p=0.385)",11,16,204061, greece,48619,Jordan,48619|19770|38365|92167|50441,Jordan|Middle| jordan| rama| domaine,0.90237713|0.09510985|0.0011972563|0.00038869222|0.0001261899,1,1,0,1,1,1,0,1,0.8682636618614197,7.211761743342038e-11,1.2671252989093773e-06,0.0011972562642768025
0,capital_country,-2.0,4.0,1,0,204061,38365, greece, jordan,"Output "" greece"" (p=0.883)","Output "" jordan"" (p=0.385)",11,16,204061, greece,38365, jordan,38365|18853|48619|204061|573, jordan| Jordan|Jordan| greece| the,0.56350726|0.097922869|0.067301348|0.052414339|0.052414339,1,1,1,1,1,1,1,1,0.8682636618614197,0.052414339035749435,1.2671252989093773e-06,0.5635072588920593
0,capital_country,-2.0,8.0,1,0,204061,38365, greece, jordan,"Output "" greece"" (p=0.883)","Output "" jordan"" (p=0.385)",11,16,204061, greece,48619,Jordan,48619|19770|38365|92167|96212,Jordan|Middle| jordan| rama|MIDDLE,0.91411543|0.085025981|0.00023882046|0.00014485195|0.0001278314,1,1,0,1,1,1,0,1,0.8682636618614197,2.687570478665524e-11,1.2671252989093773e-06,0.0002388204593444243
0,capital_country,-1.0,4.0,1,3,204061,709, greece, le,"Output "" greece"" (p=0.883)","Output "" le"" (p=0.719)",11,2,204061, greece,25553, Greece,25553|15556|38721|56254|28967, Greece| Greek| Athens| Greeks| Olympic,0.68119234|0.1722324|0.055915672|0.01602011|0.011010448,1,1,0,0,0,0,0,0,0.8682636618614197,0.002783877542242408,9.966712241293862e-06,2.905236578953918e-05
0,capital_country,-1.0,8.0,1,3,204061,709, greece, le,"Output "" greece"" (p=0.883)","Output "" le"" (p=0.719)",11,2,204061, greece,15556, Greek,15556|25553|28967|56254|38721, Greek| Greece| Olympic| Greeks| Athens,0.58387256|0.24339429|0.029069303|0.025653571|0.015559676,1,1,0,0,0,0,0,0,0.8682636618614197,0.00010484027006896213,9.966712241293862e-06,3.8568581658182666e-05
0,capital_country,-2.0,4.0,1,3,204061,709, greece, le,"Output "" greece"" (p=0.883)","Output "" le"" (p=0.719)",11,2,204061, greece,15556, Greek,15556|25553|38721|28967|85687, Greek| Greece| Athens| Olympic| Olympia,0.48949042|0.10922008|0.085060678|0.058461297|0.05159191,1,1,0,0,0,0,0,0,0.8682636618614197,1.6098165360745043e-06,9.966712241293862e-06,2.9778610155517526e-07
0,capital_country,-2.0,8.0,1,3,204061,709, greece, le,"Output "" greece"" (p=0.883)","Output "" le"" (p=0.719)",11,2,204061, greece,15556, Greek,15556|28967|20936|4645|25553, Greek| Olympic| Empire| English| Greece,0.64798731|0.077391051|0.046940047|0.041424442|0.019567521,1,1,0,0,0,0,0,0,0.8682636618614197,3.0398151551480623e-08,9.966712241293862e-06,2.39099961163447e-07
0,capital_country,-1.0,4.0,1,5,204061,2100, greece, bel,"Output "" greece"" (p=0.883)","Output "" bel"" (p=0.789)",11,3,204061, greece,25553, Greece,25553|38721|4238|13128|21355, Greece| Athens| Europe| Ohio| Turkey,0.68540293|0.15293407|0.026575955|0.020697376|0.012553593,1,1,0,0,0,0,0,0,0.8682636618614197,0.0035966644063591957,1.1293764146103058e-05,2.5290589178439404e-07
0,capital_country,-1.0,8.0,1,5,204061,2100, greece, bel,"Output "" greece"" (p=0.883)","Output "" bel"" (p=0.789)",11,3,204061, greece,25553, Greece,25553|13128|4238|38721|21355, Greece| Ohio| Europe| Athens| Turkey,0.35500762|0.13060002|0.1152541|0.089759983|0.06990514,1,1,0,0,0,0,0,0,0.8682636618614197,0.0006853259401395917,1.1293764146103058e-05,4.034892526760814e-07
0,capital_country,-2.0,4.0,1,5,204061,2100, greece, bel,"Output "" greece"" (p=0.883)","Output "" bel"" (p=0.789)",11,3,204061, greece,38721, Athens,38721|25553|13128|4238|85687, Athens| Greece| Ohio| Europe| Olympia,0.35105294|0.12914518|0.12914518|0.061003849|0.037000708,1,1,0,0,0,0,0,0,0.8682636618614197,3.556198862497695e-06,1.1293764146103058e-05,1.5166935762866984e-10
0,capital_country,-2.0,8.0,1,5,204061,2100, greece, bel,"Output "" greece"" (p=0.883)","Output "" bel"" (p=0.789)",11,3,204061, greece,13128, Ohio,13128|4238|38721|25553|4589, Ohio| Europe| Athens| Greece| West,0.42665434|0.12223852|0.074141398|0.027275098|0.027275098,1,1,0,0,0,0,0,0,0.8682636618614197,2.4383328423027706e-07,1.1293764146103058e-05,1.0502936714784639e-10
0,capital_country,-1.0,4.0,1,6,204061,12919, greece, hung,"Output "" greece"" (p=0.883)","Output "" hung"" (p=0.973)",11,8,204061, greece,132460, Hungry,132460|227499|2364|13473|5439, Hungry| Moly| Or| Virginia| Mac,0.8760218|0.029975818|0.0097317239|0.0075790738|0.0075790738,1,1,0,0,0,0,0,0,0.8682636618614197,1.3609001143777277e-06,2.0891361600661185e-06,0.00029387258109636605
0,capital_country,-1.0,8.0,1,6,204061,12919, greece, hung,"Output "" greece"" (p=0.883)","Output "" hung"" (p=0.973)",11,8,204061, greece,8418, Union,8418|5571|5439|132460|16443, Union| East| Mac| Hungry| Hong,0.59367412|0.10316509|0.10316509|0.055220295|0.033492807,1,1,0,0,0,0,0,0,0.8682636618614197,7.768732247768389e-18,2.0891361600661185e-06,3.392852363504062e-07
0,capital_country,-2.0,4.0,1,6,204061,12919, greece, hung,"Output "" greece"" (p=0.883)","Output "" hung"" (p=0.973)",11,8,204061, greece,227499, Moly,227499|2364|8418|13473|132460, Moly| Or| Union| Virginia| Hungry,0.54310608|0.13731872|0.12118335|0.044580862|0.023862416,1,1,0,0,0,0,0,0,0.8682636618614197,2.8303498433857044e-10,2.0891361600661185e-06,1.0076744416664951e-07
0,capital_country,-2.0,8.0,1,6,204061,12919, greece, hung,"Output "" greece"" (p=0.883)","Output "" hung"" (p=0.973)",11,8,204061, greece,8418, Union,8418|5571|16443|13473|1791, Union| East| Hong| Virginia| Ro,0.91317838|0.021475896|0.010144496|0.010144496|0.010144496,1,1,0,0,0,0,0,0,0.8682636618614197,1.068277962205191e-22,2.0891361600661185e-06,1.1191975297919488e-11
0,capital_country,-1.0,4.0,1,8,204061,1600, greece, den,"Output "" greece"" (p=0.883)","Output "" den"" (p=0.445)",11,9,204061, greece,25553, Greece,25553|38721|15556|204061|88530, Greece| Athens| Greek| greece| greek,0.42565838|0.29255044|0.12195317|0.057606596|0.018702123,1,1,0,0,0,0,0,0,0.8682636618614197,0.05760659649968147,1.3622880942421034e-05,0.005358248483389616
0,capital_country,-1.0,8.0,1,8,204061,1600, greece, den,"Output "" greece"" (p=0.883)","Output "" den"" (p=0.445)",11,9,204061, greece,1600, den,1600|15556|614|25553|499, den| Greek| be| Greece| d,0.66176933|0.069749974|0.047938414|0.037334472|0.032947555,1,1,1,1,1,1,1,1,0.8682636618614197,0.00017289289098698646,1.3622880942421034e-05,0.6617693305015564
0,capital_country,-2.0,4.0,1,8,204061,1600, greece, den,"Output "" greece"" (p=0.883)","Output "" den"" (p=0.445)",11,9,204061, greece,38721, Athens,38721|15556|25553|573|499, Athens| Greek| Greece| the| d,0.63062608|0.18067741|0.085345961|0.014830905|0.01155032,1,1,0,0,0,0,0,0,0.8682636618614197,0.0037498397286981344,1.3622880942421034e-05,0.000948107976000756
0,capital_country,-2.0,8.0,1,8,204061,1600, greece, den,"Output "" greece"" (p=0.883)","Output "" den"" (p=0.445)",11,9,204061, greece,15556, Greek,15556|1600|499|749|38721, Greek| den| d| do| Athens,0.47713089|0.17552666|0.073170394|0.044380084|0.034563247,1,1,0,0,1,1,0,0,0.8682636618614197,1.3138491340214387e-05,1.3622880942421034e-05,0.1755266636610031
0,capital_country,-1.0,4.0,1,9,204061,15600, greece, bang,"Output "" greece"" (p=0.883)","Output "" bang"" (p=0.953)",11,1,204061, greece,25553, Greece,25553|38721|15556|204061|37134, Greece| Athens| Greek| greece| Ancient,0.7653873|0.11737595|0.038106389|0.010917663|0.009634804,1,1,0,0,0,0,0,0,0.8682636618614197,0.010917662642896175,1.0731365307492524e-07,5.121654766959693e-10
0,capital_country,-1.0,8.0,1,9,204061,15600, greece, bang,"Output "" greece"" (p=0.883)","Output "" bang"" (p=0.953)",11,1,204061, greece,25553, Greece,25553|38721|15556|204061|573, Greece| Athens| Greek| greece| the,0.82631427|0.087092884|0.02202053|0.013356127|0.005567662,1,1,0,0,0,0,0,0,0.8682636618614197,0.013356126844882965,1.0731365307492524e-07,2.453635628008044e-10
0,capital_country,-2.0,4.0,1,9,204061,15600, greece, bang,"Output "" greece"" (p=0.883)","Output "" bang"" (p=0.953)",11,1,204061, greece,38721, Athens,38721|25553|15556|85687|184951, Athens| Greece| Greek| Olympia| Parthen,0.30264771|0.20800655|0.12616234|0.067529835|0.040958915,1,1,0,0,0,0,0,0,0.8682636618614197,1.3740185750066303e-05,1.0731365307492524e-07,1.2818897419247799e-12
0,capital_country,-2.0,8.0,1,9,204061,15600, greece, bang,"Output "" greece"" (p=0.883)","Output "" bang"" (p=0.953)",11,1,204061, greece,25553, Greece,25553|38721|15556|85687|687, Greece| Athens| Greek| Olympia| O,0.3189804|0.3189804|0.10355777|0.04891723|0.020391734,1,1,0,0,0,0,0,0,0.8682636618614197,2.387626955169253e-05,1.0731365307492524e-07,8.723151324538381e-13
0,capital_country,-1.0,4.0,2,3,86179,709, thailand, le,"Output "" thailand"" (p=0.891)","Output "" le"" (p=0.719)",11,2,86179, thailand,28141, Thailand,28141|86179|496|20461|709, Thailand| thailand| i| Egypt| le,0.4158456|0.28580624|0.026584119|0.017163999|0.016124083,1,1,0,0,1,1,0,0,0.8800681233406067,0.28580623865127563,1.8873421140597202e-05,0.01612408272922039
0,capital_country,-1.0,8.0,2,3,86179,709, thailand, le,"Output "" thailand"" (p=0.891)","Output "" le"" (p=0.719)",11,2,86179, thailand,28141, Thailand,28141|20461|709|496|22878, Thailand| Egypt| le| i| Vietnam,0.33990398|0.29996422|0.046001002|0.046001002|0.027901018,1,1,0,0,1,1,0,0,0.8800681233406067,0.011630874127149582,1.8873421140597202e-05,0.04600100219249725
0,capital_country,-2.0,4.0,2,3,86179,709, thailand, le,"Output "" thailand"" (p=0.891)","Output "" le"" (p=0.719)",11,2,86179, thailand,20461, Egypt,20461|22878|496|28141|709, Egypt| Vietnam| i| Thailand| le,0.25529245|0.15484269|0.064548038|0.056963447|0.050270058,1,1,0,0,1,1,0,0,0.8800681233406067,0.026907624676823616,1.8873421140597202e-05,0.05027005821466446
0,capital_country,-2.0,8.0,2,3,86179,709, thailand, le,"Output "" thailand"" (p=0.891)","Output "" le"" (p=0.719)",11,2,86179, thailand,20461, Egypt,20461|22878|4316|19066|709, Egypt| Vietnam| South| Ukraine| le,0.72266638|0.046198513|0.021822633|0.016995484|0.016995484,1,1,0,0,1,1,0,0,0.8800681233406067,0.00021394158829934895,1.8873421140597202e-05,0.01699548400938511
0,capital_country,-1.0,4.0,2,4,86179,77341, thailand, germany,"Output "" thailand"" (p=0.891)","Output "" germany"" (p=0.961)",11,10,86179, thailand,573, the,573|86179|32376|5730|109548, the| thailand| democratic| former| russia,0.21220435|0.088459931|0.078065626|0.068892665|0.064718671,1,1,0,0,0,0,0,0,0.8800681233406067,0.08845993131399155,7.94600709923543e-05,0.0008146878681145608
0,capital_country,-1.0,8.0,2,4,86179,77341, thailand, germany,"Output "" thailand"" (p=0.891)","Output "" germany"" (p=0.961)",11,10,86179, thailand,32376, democratic,32376|582|573|5730|11124, democratic| re| the| former| Russia,0.57837337|0.27320427|0.053797103|0.04189723|0.0072806468,1,1,0,0,0,0,0,0,0.8800681233406067,1.3916288708060165e-06,7.94600709923543e-05,8.440656529273838e-07
0,capital_country,-2.0,4.0,2,4,86179,77341, thailand, germany,"Output "" thailand"" (p=0.891)","Output "" germany"" (p=0.961)",11,10,86179, thailand,573, the,573|11124|32376|62663|25510, the| Russia| democratic| Myanmar| Cuba,0.17894915|0.12298984|0.084529601|0.061843175|0.048163511,1,1,0,0,0,0,0,0,0.8800681233406067,0.006938611622899771,7.94600709923543e-05,0.0008286990341730416
0,capital_country,-2.0,8.0,2,4,86179,77341, thailand, germany,"Output "" thailand"" (p=0.891)","Output "" germany"" (p=0.961)",11,10,86179, thailand,32376, democratic,32376|582|11124|25682|573, democratic| re| Russia| Democratic| the,0.66141587|0.10143141|0.061521258|0.029060585|0.029060585,1,1,0,0,0,0,0,0,0.8800681233406067,1.3063319670436613e-07,7.94600709923543e-05,9.65256049312302e-07
0,capital_country,-1.0,4.0,2,5,86179,2100, thailand, bel,"Output "" thailand"" (p=0.891)","Output "" bel"" (p=0.789)",11,3,86179, thailand,86179, thailand,86179|28141|71354|113964|22878, thailand| Thailand| asia| vietnam| Vietnam,0.33252093|0.29344869|0.065477252|0.030929264|0.02729498,1,1,0,0,0,0,0,0,0.8800681233406067,0.3325209319591522,1.8873421140597202e-05,0.00011154834646731615
0,capital_country,-1.0,8.0,2,5,86179,2100, thailand, bel,"Output "" thailand"" (p=0.891)","Output "" bel"" (p=0.789)",11,3,86179, thailand,28141, Thailand,28141|86179|12222|71354|22878, Thailand| thailand| Asia| asia| Vietnam,0.26970664|0.1274004|0.099219538|0.077272251|0.077272251,1,1,0,0,0,0,0,0,0.8800681233406067,0.12740039825439453,1.8873421140597202e-05,0.00021704184473492205
0,capital_country,-2.0,4.0,2,5,86179,2100, thailand, bel,"Output "" thailand"" (p=0.891)","Output "" bel"" (p=0.789)",11,3,86179, thailand,22878, Vietnam,22878|12222|37265|71354|4316, Vietnam| Asia| Southeast| asia| South,0.26232314|0.096503302|0.085163854|0.066325679|0.045584925,1,1,0,0,0,0,0,0,0.8800681233406067,0.031330034136772156,1.8873421140597202e-05,4.424898361321539e-05
0,capital_country,-2.0,8.0,2,5,86179,2100, thailand, bel,"Output "" thailand"" (p=0.891)","Output "" bel"" (p=0.789)",11,3,86179, thailand,12222, Asia,12222|22878|37265|4316|30160, Asia| Vietnam| Southeast| South| Peru,0.23996183|0.21176557|0.12844232|0.10003097|0.028659355,1,1,0,0,0,0,0,0,0.8800681233406067,0.0038786218501627445,1.8873421140597202e-05,2.4550572561565787e-05
