relation_idx,relation_name,source_factor,donor_factor,source_idx,donor_idx,source_target_id,donor_target_id,source_target_token,donor_target_token,source_target_clerp,donor_target_clerp,n_source_features,n_donor_features,clean_top1,clean_top1_token,steered_top1,steered_top1_token,top5_ids,top5_tokens,top5_probs,clean_top1_is_source_exact,clean_top1_is_source,top1_is_donor_exact,top1_is_donor,top5_has_donor_exact,top5_has_donor,success_exact,success,p_source_clean,p_source_steered,p_donor_clean,p_donor_steered
0,capital_country,0.0,2.0,2,3,86179,709, thailand, le,"Output "" thailand"" (p=0.891)","Output "" le"" (p=0.719)",11,2,86179, thailand,86179, thailand,86179|28141|26550|955|146959, thailand| Thailand| tha|...| bangkok,0.83959025|0.060819715|0.018548964|0.0087619107|0.0060219667,1,1,0,0,0,0,0,0,0.8800681233406067,0.8395902514457703,1.8873421140597202e-05,0.00011029617598978803
0,capital_country,0.0,4.0,2,3,86179,709, thailand, le,"Output "" thailand"" (p=0.891)","Output "" le"" (p=0.719)",11,2,86179, thailand,86179, thailand,86179|28141|26550|955|2804, thailand| Thailand| tha|...| ...,0.7419979|0.12893988|0.017450118|0.011266642|0.0093403747,1,1,0,0,0,0,0,0,0.8800681233406067,0.7419978976249695,1.8873421140597202e-05,0.0004950217553414404
0,capital_country,0.0,8.0,2,3,86179,709, thailand, le,"Output "" thailand"" (p=0.891)","Output "" le"" (p=0.719)",11,2,86179, thailand,28141, Thailand,28141|86179|2804|955|597, Thailand| thailand| ...|...| y,0.4011763|0.21473421|0.05100384|0.039721835|0.027300391,1,1,0,0,0,0,0,0,0.8800681233406067,0.21473421156406403,1.8873421140597202e-05,0.011380496434867382
0,capital_country,0.0,2.0,2,4,86179,77341, thailand, germany,"Output "" thailand"" (p=0.891)","Output "" germany"" (p=0.961)",11,10,86179, thailand,86179, thailand,86179|28141|573|955|26550, thailand| Thailand| the|...| tha,0.85753351|0.031235656|0.013020958|0.011490956|0.0095263375,1,1,0,0,0,0,0,0,0.8800681233406067,0.8575335144996643,7.94600709923543e-05,9.941624739440158e-05
0,capital_country,0.0,4.0,2,4,86179,77341, thailand, germany,"Output "" thailand"" (p=0.891)","Output "" germany"" (p=0.961)",11,10,86179, thailand,86179, thailand,86179|573|79031|5730|582, thailand| the| repub| former| re,0.34420434|0.15273975|0.056189813|0.03627887|0.03201599,1,1,0,0,0,0,0,0,0.8800681233406067,0.3442043364048004,7.94600709923543e-05,0.00013084204692859203
0,capital_country,0.0,8.0,2,4,86179,77341, thailand, germany,"Output "" thailand"" (p=0.891)","Output "" germany"" (p=0.961)",11,10,86179, thailand,32376, democratic,32376|582|573|5730|79031, democratic| re| the| former| repub,0.47346711|0.32540888|0.10564479|0.056547582|0.0059600715,1,1,0,0,0,0,0,0,0.8800681233406067,8.960604645835701e-06,7.94600709923543e-05,1.9796554795448174e-07
0,capital_country,0.0,2.0,2,5,86179,2100, thailand, bel,"Output "" thailand"" (p=0.891)","Output "" bel"" (p=0.789)",11,3,86179, thailand,86179, thailand,86179|28141|26550|955|2804, thailand| Thailand| tha|...| ...,0.86706764|0.048916612|0.013165726|0.007047106|0.0048434003,1,1,0,0,0,0,0,0,0.8800681233406067,0.8670676350593567,1.8873421140597202e-05,3.93648115277756e-05
0,capital_country,0.0,4.0,2,5,86179,2100, thailand, bel,"Output "" thailand"" (p=0.891)","Output "" bel"" (p=0.789)",11,3,86179, thailand,86179, thailand,86179|28141|26550|955|146959, thailand| Thailand| tha|...| bangkok,0.79823351|0.084133193|0.011386189|0.011386189|0.0094394824,1,1,0,0,0,0,0,0,0.8800681233406067,0.7982335090637207,1.8873421140597202e-05,9.850983769865707e-05
0,capital_country,0.0,8.0,2,5,86179,2100, thailand, bel,"Output "" thailand"" (p=0.891)","Output "" bel"" (p=0.789)",11,3,86179, thailand,86179, thailand,86179|28141|146959|955|71354, thailand| Thailand| bangkok|...| asia,0.68100178|0.13409719|0.026405305|0.015045289|0.011007369,1,1,0,0,0,0,0,0,0.8800681233406067,0.6810017824172974,1.8873421140597202e-05,0.00035383127396926284
0,capital_country,0.0,2.0,2,7,86179,83354, thailand, australia,"Output "" thailand"" (p=0.891)","Output "" australia"" (p=0.918)",11,12,86179, thailand,83354, australia,83354|8625|219614|86179|24194, australia| Australia| australian| thailand| aust,0.69837964|0.29112795|0.0028541181|0.0022227895|0.0017311102,1,1,1,1,1,1,1,1,0.8800681233406067,0.002222789451479912,4.2531912185950205e-05,0.698379635810852
0,capital_country,0.0,4.0,2,7,86179,83354, thailand, australia,"Output "" thailand"" (p=0.891)","Output "" australia"" (p=0.918)",11,12,86179, thailand,8625, Australia,8625|83354|14847|130535|219614, Australia| australia| Australian| AUSTRALIA| australian,0.98648471|0.012418009|0.00042492093|0.00025772754|0.00020071844,1,1,0,1,1,1,0,1,0.8800681233406067,6.601147406470886e-10,4.2531912185950205e-05,0.012418009340763092
0,capital_country,0.0,8.0,2,7,86179,83354, thailand, australia,"Output "" thailand"" (p=0.891)","Output "" australia"" (p=0.918)",11,12,86179, thailand,8625, Australia,8625|14847|32083|130535|83354, Australia| Australian|Australia| AUSTRALIA| australia,0.97675407|0.022971055|0.00025518532|6.0013845e-06|6.0013845e-06,1,1,0,1,1,1,0,1,0.8800681233406067,1.0491825506748829e-18,4.2531912185950205e-05,6.00138446316123e-06
0,capital_country,0.0,2.0,2,8,86179,1600, thailand, den,"Output "" thailand"" (p=0.891)","Output "" den"" (p=0.445)",11,9,86179, thailand,86179, thailand,86179|28141|146959|26550|955, thailand| Thailand| bangkok| tha|...,0.86670661|0.055406697|0.020382985|0.010910226|0.0045480588,1,1,0,0,0,0,0,0,0.8800681233406067,0.8667066097259521,2.1386387743405066e-05,0.0003507086366880685
0,capital_country,0.0,4.0,2,8,86179,1600, thailand, den,"Output "" thailand"" (p=0.891)","Output "" den"" (p=0.445)",11,9,86179, thailand,86179, thailand,86179|28141|146959|2554|955, thailand| Thailand| bangkok| cam|...,0.62363148|0.25996828|0.012943058|0.010080064|0.010080064,1,1,0,0,0,0,0,0,0.8800681233406067,0.623631477355957,2.1386387743405066e-05,0.007850361987948418
0,capital_country,0.0,8.0,2,8,86179,1600, thailand, den,"Output "" thailand"" (p=0.891)","Output "" den"" (p=0.445)",11,9,86179, thailand,1600, den,1600|614|597|498|679, den| be| y| c| ne,0.6419124|0.046499979|0.041036084|0.031958934|0.028203662,1,1,1,1,1,1,1,1,0.8800681233406067,0.00010171828762395307,2.1386387743405066e-05,0.6419124007225037
0,capital_country,0.0,2.0,3,0,709,38365, le, jordan,"Output "" le"" (p=0.719)","Output "" jordan"" (p=0.385)",2,16,709, le,709, le,709|2345|702|91174|38365, le| sy| li| israel| jordan,0.7828905|0.06426356|0.034397807|0.023641244|0.012654246,1,1,0,0,1,1,0,0,0.7236522436141968,0.7828904986381531,0.0007959737558849156,0.01265424583107233
0,capital_country,0.0,4.0,3,0,709,38365, le, jordan,"Output "" le"" (p=0.719)","Output "" jordan"" (p=0.385)",2,16,709, le,709, le,709|38365|2345|71117|91174, le| jordan| sy| ira| israel,0.44296297|0.23710102|0.038705673|0.026601994|0.023476178,1,1,0,0,1,1,0,0,0.7236522436141968,0.44296297430992126,0.0007959737558849156,0.2371010184288025
0,capital_country,0.0,8.0,3,0,709,38365, le, jordan,"Output "" le"" (p=0.719)","Output "" jordan"" (p=0.385)",2,16,709, le,74931, jugu,74931|215320|92167|72514|233573, jugu| gonzález| rama| ecu| sánchez,0.26848054|0.087162867|0.076920964|0.076920964|0.05990611,1,1,0,0,0,0,0,0,0.7236522436141968,4.484081728151068e-06,0.0007959737558849156,0.01336685847491026
0,capital_country,0.0,2.0,3,1,709,204061, le, greece,"Output "" le"" (p=0.719)","Output "" greece"" (p=0.883)",2,11,709, le,709, le,709|7185|2345|702|573, le| middle| sy| li| the,0.71964878|0.052131183|0.035829201|0.035829201|0.031619161,1,1,0,0,0,0,0,0,0.7236522436141968,0.7196487784385681,2.5586536139599048e-05,6.103933264967054e-05
0,capital_country,0.0,4.0,3,1,709,204061, le, greece,"Output "" le"" (p=0.719)","Output "" greece"" (p=0.883)",2,11,709, le,7185, middle,7185|709|614|91174|573, middle| le| be| israel| the,0.62758887|0.096243881|0.051515635|0.045462389|0.022859924,1,1,0,0,0,0,0,0,0.7236522436141968,0.09624388068914413,2.5586536139599048e-05,0.001762768137268722
0,capital_country,0.0,8.0,3,1,709,204061, le, greece,"Output "" le"" (p=0.719)","Output "" greece"" (p=0.883)",2,11,709, le,12919, hung,12919|20940|204061|73017|7185, hung| swit| greece| mexico| middle,0.18258491|0.16113061|0.14219727|0.086247005|0.086247005,1,1,0,0,1,1,0,0,0.7236522436141968,2.8932645363966003e-05,2.5586536139599048e-05,0.14219726622104645
0,capital_country,0.0,2.0,3,2,709,86179, le, thailand,"Output "" le"" (p=0.719)","Output "" thailand"" (p=0.891)",2,9,709, le,2345, sy,2345|709|573|91174|7185, sy| le| the| israel| middle,0.28993547|0.19926955|0.10019902|0.078035079|0.032529857,1,1,0,0,0,0,0,0,0.7236522436141968,0.19926954805850983,1.3852788072199473e-07,2.038733146036975e-05
0,capital_country,0.0,4.0,3,2,709,86179, le, thailand,"Output "" le"" (p=0.719)","Output "" thailand"" (p=0.891)",2,9,709, le,2345, sy,2345|573|91174|955|1788, sy| the| israel|...| cha,0.21909897|0.055396896|0.052040569|0.043143142|0.038073689,1,1,0,0,0,0,0,0,0.7236522436141968,0.005838789511471987,1.3852788072199473e-07,0.00017631617083679885
0,capital_country,0.0,8.0,3,2,709,86179, le, thailand,"Output "" le"" (p=0.719)","Output "" thailand"" (p=0.891)",2,9,709, le,39352, Tail,39352|4169|45891|1604|4029, Tail| TH|Tail|cha| CH,0.52617383|0.40978459|0.029684696|0.018004676|0.0024366684,1,1,0,0,0,0,0,0,0.7236522436141968,3.520937430501192e-10,1.3852788072199473e-07,2.9189595185385997e-10
0,capital_country,0.0,2.0,3,5,709,2100, le, bel,"Output "" le"" (p=0.719)","Output "" bel"" (p=0.789)",2,3,709, le,709, le,709|2345|573|702|47430, le| sy| the| li| Lebanon,0.68324262|0.063551456|0.056083966|0.03854591|0.02649219,1,1,0,0,0,0,0,0,0.7236522436141968,0.6832426190376282,0.00027508119819685817,0.0005165155162103474
0,capital_country,0.0,4.0,3,5,709,2100, le, bel,"Output "" le"" (p=0.719)","Output "" bel"" (p=0.789)",2,3,709, le,709, le,709|573|2345|614|47430, le| the| sy| be| Lebanon,0.57688916|0.078073457|0.068899587|0.047353946|0.041789711,1,1,0,0,0,0,0,0,0.7236522436141968,0.576889157295227,0.00027508119819685817,0.001429965253919363
0,capital_country,0.0,8.0,3,5,709,2100, le, bel,"Output "" le"" (p=0.719)","Output "" bel"" (p=0.789)",2,3,709, le,709, le,709|573|47430|614|2345, le| the| Lebanon| be| sy,0.28726256|0.19743249|0.105678|0.077315673|0.064096943,1,1,0,0,0,0,0,0,0.7236522436141968,0.28726255893707275,0.00027508119819685817,0.005961943883448839
0,capital_country,0.0,2.0,3,8,709,1600, le, den,"Output "" le"" (p=0.719)","Output "" den"" (p=0.445)",2,9,709, le,709, le,709|614|702|2345|573, le| be| li| sy| the,0.55860788|0.2328624|0.066716194|0.031514499|0.021659577,1,1,0,0,0,0,0,0,0.7236522436141968,0.5586078763008118,2.613828883113456e-06,2.8737504180753604e-05
0,capital_country,0.0,4.0,3,8,709,1600, le, den,"Output "" le"" (p=0.719)","Output "" den"" (p=0.445)",2,9,709, le,614, be,614|709|702|7185|573, be| le| li| middle| the,0.82611144|0.076840326|0.046606019|0.0091772694|0.0055662948,1,1,0,0,0,0,0,0,0.7236522436141968,0.07684032618999481,2.613828883113456e-06,0.00011552477371878922
